k,acc_mean,acc_std,n_subjects,sem
0,0.30763888888888885,0.05198949880611574,9,0.017329832935371912
1,0.32083333333333336,0.05412658773652741,9,0.018042195912175804
2,0.3326388888888889,0.07498553101172994,9,0.02499517700390998
5,0.33125,0.06825103021200486,9,0.02275034340400162
10,0.3506944444444444,0.10502252569224269,9,0.03500750856408089
20,0.3638888888888889,0.0911502975097235,9,0.03038343250324117
30,0.36319444444444443,0.0750289296057046,9,0.025009643201901535
