k,acc_mean,acc_std,n_subjects,sem
0,0.34305555555555556,0.05380488154227065,9,0.017934960514090218
1,0.28680555555555554,0.05425673601293924,9,0.018085578670979745
2,0.2881944444444444,0.05380488154227066,9,0.017934960514090218
5,0.31805555555555554,0.09283114524650538,9,0.03094371508216846
10,0.3284722222222222,0.09966306083220824,9,0.03322102027740275
20,0.34097222222222223,0.08167623243296941,9,0.027225410810989805
30,0.3368055555555556,0.07081035166398894,9,0.02360345055466298
