k,acc_mean,acc_std,n_subjects,sem
0,0.33472222222222225,0.06511041636669547,9,0.021703472122231823
1,0.34097222222222223,0.07402432501849945,9,0.024674775006166483
2,0.33472222222222225,0.04882517352190818,9,0.01627505784063606
5,0.3381944444444444,0.06506040195677998,9,0.02168680065225999
10,0.37013888888888885,0.10517738818829413,9,0.035059129396098045
20,0.38819444444444445,0.08537854840519236,9,0.02845951613506412
30,0.3840277777777778,0.0790020217744106,9,0.026334007258136866
