k,acc_mean,acc_std,n_subjects,sem
0,0.40694444444444444,0.09295036698746303,8,0.032862917405306655
1,0.436046511627907,0.09239823245962377,8,0.03266770837092547
2,0.4420731707317073,0.09026508838800619,8,0.03191352805178113
5,0.4910714285714286,0.09657019079028029,8,0.034142718384142935
10,0.43000000000000005,0.09561828874675149,8,0.03380617018914066
20,0.625,0.19820624179302296,8,0.0700764888226735
