k,acc_mean,acc_std,n_subjects,sem
0,0.4847222222222222,0.14378773659267483,9,0.04792924553089161
1,0.49583333333333335,0.15637495003996005,9,0.05212498334665335
2,0.5097222222222223,0.1533197457747842,9,0.05110658192492806
5,0.5368055555555555,0.172539749848485,9,0.057513249949495
10,0.5604166666666667,0.16071738588279738,9,0.05357246196093246
20,0.5506944444444444,0.15237201482811003,9,0.05079067160937001
30,0.5527777777777777,0.15168684046233027,9,0.050562280154110094
