k,acc_mean,acc_std,n_subjects,sem
0,0.4694444444444444,0.1492312476587185,9,0.049743749219572836
1,0.48055555555555557,0.13892881370607674,9,0.04630960456869224
2,0.4993055555555556,0.1321562627262809,9,0.04405208757542697
5,0.5048611111111111,0.14282233889035395,9,0.04760744629678465
10,0.5201388888888889,0.13294213444619848,9,0.044314044815399495
20,0.5319444444444444,0.1467900167851267,9,0.048930005595042236
30,0.5472222222222222,0.15665918643489898,9,0.052219728811633
