k,acc_mean,acc_std,n_subjects,sem
0,0.3944444444444445,0.060519017179141474,4,0.030259508589570737
1,0.3924418604651163,0.06534773372126886,4,0.03267386686063443
2,0.3871951219512195,0.053967146533950225,4,0.026983573266975112
5,0.39285714285714285,0.06649638116080447,4,0.03324819058040224
10,0.41500000000000004,0.0806225774829855,4,0.04031128874149275
20,0.475,0.20615528128088303,4,0.10307764064044152
