k,acc_mean,acc_std,n_subjects,sem
0,0.625,0.10379459326718038,8,0.03669693037486141
1,0.5880681818181819,0.09126351366027846,8,0.032266524692047
2,0.6022727272727273,0.11902794012872313,8,0.04208273180784325
5,0.6306818181818182,0.10848723666625733,8,0.038356030359450205
10,0.6335227272727273,0.10410515696737548,8,0.03680673122406058
