k,acc_mean,acc_std,n_subjects,sem
0,0.6477272727272727,0.09409984900123011,8,0.03326932066869999
1,0.6164772727272727,0.11742860625881009,8,0.04151728189544483
2,0.6136363636363636,0.11265812709673682,8,0.03983066281293927
5,0.6392045454545454,0.10049868278754052,8,0.03553165004969283
10,0.6392045454545454,0.12355271950964516,8,0.04368248289965477
