k,acc_mean,acc_std,n_subjects,sem
0,0.4680555555555556,0.1436291762761932,9,0.0478763920920644
1,0.5020833333333333,0.165507033460817,9,0.05516901115360567
2,0.5145833333333333,0.16583123951776998,9,0.055277079839256664
5,0.5319444444444444,0.16742665268044327,9,0.055808884226814424
10,0.5111111111111111,0.16378034600070643,9,0.05459344866690214
20,0.5333333333333333,0.18503589178859323,9,0.06167863059619774
30,0.4395833333333333,0.1976176469220297,9,0.0658725489740099
