k,acc_mean,acc_std,n_subjects,sem
0,0.4680555555555556,0.1436291762761932,9,0.0478763920920644
1,0.4847222222222222,0.14915488198327417,9,0.04971829399442473
2,0.4965277777777778,0.1750588938598792,9,0.05835296461995973
5,0.5229166666666667,0.18429553372233415,9,0.06143184457411138
10,0.4930555555555556,0.15516638135491137,9,0.05172212711830379
20,0.5277777777777778,0.16444482568461813,9,0.05481494189487271
30,0.4055555555555556,0.1294687328190779,9,0.043156244273025966
